user_id,user_url,sentiment_analysis,posted,item_id,recommend
ED13,http://steamcommunity.com/id/ED13,2,2015-05-30,374570,1
76561198036810976,http://steamcommunity.com/profiles/76561198036810976,2,2015-10-15,337320,1
lordthanatosbr,http://steamcommunity.com/id/lordthanatosbr,2,2013-12-29,550,1
76561198040899282,http://steamcommunity.com/profiles/76561198040899282,0,2014-03-12,72850,1
Leopardts,http://steamcommunity.com/id/Leopardts,2,2015-08-05,383120,1
76561198081791076,http://steamcommunity.com/profiles/76561198081791076,2,2015-05-30,270550,1
76561197986468427,http://steamcommunity.com/profiles/76561197986468427,0,2014-01-04,221100,1
XiPonds,http://steamcommunity.com/id/XiPonds,2,NaT,236390,1
76561198093797146,http://steamcommunity.com/profiles/76561198093797146,1,2015-11-23,280790,1
76561198076127919,http://steamcommunity.com/profiles/76561198076127919,2,NaT,301520,1
simplyremi,http://steamcommunity.com/id/simplyremi,2,2015-04-26,730,1
76561198046584688,http://steamcommunity.com/profiles/76561198046584688,2,2015-12-20,222880,1
76561198059677335,http://steamcommunity.com/profiles/76561198059677335,2,2014-09-21,304930,1
Kootrasman,http://steamcommunity.com/id/Kootrasman,2,2015-07-16,105600,1
freshovenbakedmemes,http://steamcommunity.com/id/freshovenbakedmemes,2,2014-05-30,222900,1
spiderwizard2,http://steamcommunity.com/id/spiderwizard2,2,2015-09-19,49520,1
adi_a12,http://steamcommunity.com/id/adi_a12,2,2015-09-13,384150,1
SealSAURUS,http://steamcommunity.com/id/SealSAURUS,2,NaT,4000,1
76561198041284313,http://steamcommunity.com/profiles/76561198041284313,2,2014-07-17,72850,1
76561198117813768,http://steamcommunity.com/profiles/76561198117813768,2,2014-01-28,252490,1
76561198067283158,http://steamcommunity.com/profiles/76561198067283158,2,NaT,241260,1
76561198076638440,http://steamcommunity.com/profiles/76561198076638440,2,2013-12-07,105600,1
76561198060496164,http://steamcommunity.com/profiles/76561198060496164,0,2014-04-18,8930,1
76561198062244065,http://steamcommunity.com/profiles/76561198062244065,2,2015-09-12,570,1
C_a_l_u_m,http://steamcommunity.com/id/C_a_l_u_m,2,NaT,730,1
76561198002513165,http://steamcommunity.com/profiles/76561198002513165,2,2015-04-20,226980,1
ScarabScrub,http://steamcommunity.com/id/ScarabScrub,2,2014-09-05,440,1
VRBones,http://steamcommunity.com/id/VRBones,2,2014-02-09,237990,1
76561198068688231,http://steamcommunity.com/profiles/76561198068688231,2,2015-01-20,246070,0
76561198017341667,http://steamcommunity.com/profiles/76561198017341667,2,2014-06-23,247730,0
4mrtm,http://steamcommunity.com/id/4mrtm,2,2014-09-23,242760,1
SavviSYD,http://steamcommunity.com/id/SavviSYD,0,2015-04-02,357900,0
Benlord101,http://steamcommunity.com/id/Benlord101,0,2015-07-10,265930,1
76561198103364951,http://steamcommunity.com/profiles/76561198103364951,2,NaT,225840,1
31575,http://steamcommunity.com/id/31575,2,2015-02-16,440,1
Meticrift,http://steamcommunity.com/id/Meticrift,2,NaT,363970,1
76561198070899741,http://steamcommunity.com/profiles/76561198070899741,2,2014-06-22,252490,1
Velocity_,http://steamcommunity.com/id/Velocity_,2,NaT,346110,0
76561198050396303,http://steamcommunity.com/profiles/76561198050396303,2,NaT,252950,1
76561198027122657,http://steamcommunity.com/profiles/76561198027122657,2,2015-12-26,730,1
76561198017205526,http://steamcommunity.com/profiles/76561198017205526,2,2013-12-20,209160,0
76561198064710856,http://steamcommunity.com/profiles/76561198064710856,2,2015-07-07,252490,1
76561198064157979,http://steamcommunity.com/profiles/76561198064157979,2,2015-08-12,385770,1
2345254252312312,http://steamcommunity.com/id/2345254252312312,2,2015-12-26,264200,1
EpsiloN22,http://steamcommunity.com/id/EpsiloN22,0,2014-04-14,8190,1
76561198091152936,http://steamcommunity.com/profiles/76561198091152936,2,2015-05-15,218620,1
GravSpider,http://steamcommunity.com/id/GravSpider,2,NaT,330830,1
76561198080889775,http://steamcommunity.com/profiles/76561198080889775,2,2014-05-22,34330,1
76561198048191274,http://steamcommunity.com/profiles/76561198048191274,2,2015-09-29,346110,1
76561198018561494,http://steamcommunity.com/profiles/76561198018561494,2,2013-05-18,32370,1
nathan3197,http://steamcommunity.com/id/nathan3197,2,2013-12-07,620,1
BreezyGmr,http://steamcommunity.com/id/BreezyGmr,2,NaT,4000,1
76561198002527794,http://steamcommunity.com/profiles/76561198002527794,2,NaT,341000,1
mf2_profile,http://steamcommunity.com/id/mf2_profile,2,2015-08-17,271590,1
SuchGayMuchWow,http://steamcommunity.com/id/SuchGayMuchWow,2,2015-07-18,730,1
_vertycal_lol,http://steamcommunity.com/id/_vertycal_lol,2,NaT,466910,1
76561198056887526,http://steamcommunity.com/profiles/76561198056887526,2,2014-04-05,271290,0
LegionofTalon,http://steamcommunity.com/id/LegionofTalon,2,NaT,230410,1
76561198073329158,http://steamcommunity.com/profiles/76561198073329158,2,2014-10-30,48720,1
EnderLord,http://steamcommunity.com/id/EnderLord,0,2014-12-28,319050,1
76561198038259400,http://steamcommunity.com/profiles/76561198038259400,2,NaT,343464,1
35353534,http://steamcommunity.com/id/35353534,2,NaT,730,1
76561198077911827,http://steamcommunity.com/profiles/76561198077911827,2,2013-12-29,4000,1
76561198051314722,http://steamcommunity.com/profiles/76561198051314722,2,2015-11-15,391540,1
76561198085099625,http://steamcommunity.com/profiles/76561198085099625,2,2015-10-04,620,1
linespaceasphyxia,http://steamcommunity.com/id/linespaceasphyxia,2,NaT,374320,1
76561198097168319,http://steamcommunity.com/profiles/76561198097168319,0,2013-12-07,206500,1
Ryuuuuuuu,http://steamcommunity.com/id/Ryuuuuuuu,2,2015-04-22,730,1
Kurejieru,http://steamcommunity.com/id/Kurejieru,2,2014-07-01,204360,1
Frapplebats,http://steamcommunity.com/id/Frapplebats,2,2014-05-28,263540,1
L0RD117,http://steamcommunity.com/id/L0RD117,2,NaT,304650,1
ttaM5450151,http://steamcommunity.com/id/ttaM5450151,2,2015-11-02,295110,1
76561198092104105,http://steamcommunity.com/profiles/76561198092104105,2,2015-11-08,274900,1
GANDPUG,http://steamcommunity.com/id/GANDPUG,0,2015-02-21,234710,1
76561198065662487,http://steamcommunity.com/profiles/76561198065662487,2,NaT,230410,1
grimroaeos,http://steamcommunity.com/id/grimroaeos,2,2013-12-07,211820,1
Benny3888,http://steamcommunity.com/id/Benny3888,2,2014-01-27,221100,0
AkiAari,http://steamcommunity.com/id/AkiAari,2,2015-01-21,72850,1
Teknoe,http://steamcommunity.com/id/Teknoe,2,2013-05-12,200510,1
SemiSalad,http://steamcommunity.com/id/SemiSalad,2,2014-04-02,261820,1
VNKat,http://steamcommunity.com/id/VNKat,2,2014-07-03,253710,0
Zeturtle,http://steamcommunity.com/id/Zeturtle,2,NaT,355840,1
shooterhunter,http://steamcommunity.com/id/shooterhunter,0,2015-02-16,550,1
Rushes99,http://steamcommunity.com/id/Rushes99,2,2014-03-08,208090,1
N1C7,http://steamcommunity.com/id/N1C7,2,NaT,252950,1
mudzkipper,http://steamcommunity.com/id/mudzkipper,2,2013-12-11,55230,1
76561198097885305,http://steamcommunity.com/profiles/76561198097885305,2,2014-05-07,440,1
76561198088865993,http://steamcommunity.com/profiles/76561198088865993,2,2015-12-03,440,1
76561198044231314,http://steamcommunity.com/profiles/76561198044231314,2,NaT,298600,1
Xalibe,http://steamcommunity.com/id/Xalibe,2,NaT,247730,0
SeaMayk,http://steamcommunity.com/id/SeaMayk,2,2014-04-01,218620,1
DjinnieContact,http://steamcommunity.com/id/DjinnieContact,2,2014-10-18,105450,1
Rwby_Rose,http://steamcommunity.com/id/Rwby_Rose,0,NaT,730,1
dead5,http://steamcommunity.com/id/dead5,2,2014-01-04,440,1
ArchangelItherael,http://steamcommunity.com/id/ArchangelItherael,2,2015-12-28,4000,1
76561198097857735,http://steamcommunity.com/profiles/76561198097857735,2,2013-12-07,440,1
76561198093244874,http://steamcommunity.com/profiles/76561198093244874,2,2015-05-10,440,1
YIBB_,http://steamcommunity.com/id/YIBB_,0,2015-06-19,252490,1
MynameisAuz,http://steamcommunity.com/id/MynameisAuz,2,NaT,381210,1
76561198068549781,http://steamcommunity.com/profiles/76561198068549781,2,2015-04-02,260230,1
76561197996576526,http://steamcommunity.com/profiles/76561197996576526,2,NaT,730,1
76561198025409181,http://steamcommunity.com/profiles/76561198025409181,2,2015-11-15,244450,1
a4fg44as54g,http://steamcommunity.com/id/a4fg44as54g,2,2015-09-27,349700,1
76561198051082631,http://steamcommunity.com/profiles/76561198051082631,0,2012-11-23,200210,1
eric0417,http://steamcommunity.com/id/eric0417,2,NaT,242860,1
76561198092305052,http://steamcommunity.com/profiles/76561198092305052,2,2014-06-08,224540,1
bindisposerer,http://steamcommunity.com/id/bindisposerer,0,2015-08-01,298180,1
76561198055065409,http://steamcommunity.com/profiles/76561198055065409,2,2014-06-26,72850,1
76561198018736748,http://steamcommunity.com/profiles/76561198018736748,2,2013-06-14,233980,1
76561198039469366,http://steamcommunity.com/profiles/76561198039469366,2,2013-03-20,440,1
76561198071505477,http://steamcommunity.com/profiles/76561198071505477,2,NaT,281990,1
ihopethisurlhasnotbeentaken,http://steamcommunity.com/id/ihopethisurlhasnotbeentaken,2,2014-11-25,730,1
76561198104999290,http://steamcommunity.com/profiles/76561198104999290,2,2015-07-17,248570,0
TrackFight,http://steamcommunity.com/id/TrackFight,2,NaT,410670,1
76561198075407624,http://steamcommunity.com/profiles/76561198075407624,2,2014-02-10,208090,1
erggjmuyg,http://steamcommunity.com/id/erggjmuyg,2,2014-04-06,4000,1
76561198090818363,http://steamcommunity.com/profiles/76561198090818363,2,2015-01-27,234670,1
76561198098061553,http://steamcommunity.com/profiles/76561198098061553,2,NaT,570,1
force445,http://steamcommunity.com/id/force445,0,NaT,231430,0
jame_like,http://steamcommunity.com/id/jame_like,2,2014-01-29,204100,1
76561198093838282,http://steamcommunity.com/profiles/76561198093838282,2,2014-04-13,4000,1
76561198099270623,http://steamcommunity.com/profiles/76561198099270623,2,2015-02-21,252490,1
hvf,http://steamcommunity.com/id/hvf,2,2014-08-26,1250,1
reivehnfliyt,http://steamcommunity.com/id/reivehnfliyt,2,2014-04-15,224260,1
76561198155122205,http://steamcommunity.com/profiles/76561198155122205,2,2014-10-20,218620,1
Symbolize,http://steamcommunity.com/id/Symbolize,2,2013-12-26,550,1
shdqnvmfhvlf,http://steamcommunity.com/id/shdqnvmfhvlf,2,2014-12-13,440,1
Gotaki,http://steamcommunity.com/id/Gotaki,2,2015-04-08,24240,1
Kaboku,http://steamcommunity.com/id/Kaboku,2,2012-11-18,4000,1
76561198091636035,http://steamcommunity.com/profiles/76561198091636035,2,NaT,440,1
76561198082622016,http://steamcommunity.com/profiles/76561198082622016,2,2013-02-10,440,1
jason2305,http://steamcommunity.com/id/jason2305,0,NaT,254200,0
vampirespyJL93TF2,http://steamcommunity.com/id/vampirespyJL93TF2,2,2014-04-19,243870,1
76561198090020454,http://steamcommunity.com/profiles/76561198090020454,2,2014-02-11,208090,0
76561198086581134,http://steamcommunity.com/profiles/76561198086581134,2,2014-11-14,104900,1
76561198044038344,http://steamcommunity.com/profiles/76561198044038344,2,2013-12-22,24200,1
FakMuther1234,http://steamcommunity.com/id/FakMuther1234,2,2015-10-26,301520,0
4tiles,http://steamcommunity.com/id/4tiles,2,NaT,242860,1
ZombieBiscuit,http://steamcommunity.com/id/ZombieBiscuit,2,2015-01-09,301520,1
76561198092225388,http://steamcommunity.com/profiles/76561198092225388,2,NaT,105600,1
hotsaucdo,http://steamcommunity.com/id/hotsaucdo,2,2015-05-29,730,1
76561198093276380,http://steamcommunity.com/profiles/76561198093276380,2,2014-06-06,231430,1
OddSockSR,http://steamcommunity.com/id/OddSockSR,2,NaT,485800,1
Hirutha,http://steamcommunity.com/id/Hirutha,0,2015-12-12,423880,1
Roronage,http://steamcommunity.com/id/Roronage,2,2014-08-11,301520,1
nizamrahman,http://steamcommunity.com/id/nizamrahman,2,2015-09-11,287700,1
76561198062785129,http://steamcommunity.com/profiles/76561198062785129,2,2015-02-07,319630,1
76561198083176801,http://steamcommunity.com/profiles/76561198083176801,2,NaT,385770,1
00690069006900,http://steamcommunity.com/id/00690069006900,2,NaT,304050,1
InTranze,http://steamcommunity.com/id/InTranze,2,2014-02-16,211420,1
BDX777,http://steamcommunity.com/id/BDX777,2,2014-01-04,23530,1
76561198097453305,http://steamcommunity.com/profiles/76561198097453305,2,2015-02-04,440,1
76561198022316167,http://steamcommunity.com/profiles/76561198022316167,2,2015-06-22,240970,1
76561198094193531,http://steamcommunity.com/profiles/76561198094193531,2,2014-10-10,244850,1
76561198061042318,http://steamcommunity.com/profiles/76561198061042318,2,NaT,730,1
76561198089961001,http://steamcommunity.com/profiles/76561198089961001,2,2014-10-17,1250,1
AESTHETICSVAPORWAVE,http://steamcommunity.com/id/AESTHETICSVAPORWAVE,2,NaT,4000,1
chinsteam,http://steamcommunity.com/id/chinsteam,2,2015-10-29,304930,1
DaPohtehtoPuncake,http://steamcommunity.com/id/DaPohtehtoPuncake,2,2013-10-20,4000,1
Uve-Seen_Nothing,http://steamcommunity.com/id/Uve-Seen_Nothing,2,2015-12-16,322170,1
76561198077793852,http://steamcommunity.com/profiles/76561198077793852,2,2012-12-11,440,1
ReconG,http://steamcommunity.com/id/ReconG,2,NaT,440,1
76561198021482710,http://steamcommunity.com/profiles/76561198021482710,2,2015-01-03,730,1
Arpek,http://steamcommunity.com/id/Arpek,2,2014-06-05,218230,0
CSMisBeast,http://steamcommunity.com/id/CSMisBeast,2,NaT,282800,1
76561198033472736,http://steamcommunity.com/profiles/76561198033472736,2,2015-02-09,221100,0
76561198060440669,http://steamcommunity.com/profiles/76561198060440669,2,2015-06-08,4000,1
Luckybeg,http://steamcommunity.com/id/Luckybeg,2,2013-08-11,222980,1
76561198084042712,http://steamcommunity.com/profiles/76561198084042712,2,2015-04-12,218620,1
aushtin,http://steamcommunity.com/id/aushtin,2,2014-01-16,228380,1
76561198220237531,http://steamcommunity.com/profiles/76561198220237531,2,2015-10-07,105600,1
SeekTheDarkness,http://steamcommunity.com/id/SeekTheDarkness,0,2014-09-09,293540,0
wizzfizz01,http://steamcommunity.com/id/wizzfizz01,2,2014-02-15,72850,1
Blackboy72,http://steamcommunity.com/id/Blackboy72,2,NaT,214950,1
FPS-Mike,http://steamcommunity.com/id/FPS-Mike,2,2014-05-26,222880,1
doratheinbred,http://steamcommunity.com/id/doratheinbred,0,2015-05-29,292030,1
76561198007799026,http://steamcommunity.com/profiles/76561198007799026,0,2011-05-21,34830,1
heavykiinthesandvichborn,http://steamcommunity.com/id/heavykiinthesandvichborn,1,NaT,394120,1
76561198075694490,http://steamcommunity.com/profiles/76561198075694490,2,2014-03-01,730,1
mrnuclear,http://steamcommunity.com/id/mrnuclear,2,2015-07-18,304050,1
Viper1999,http://steamcommunity.com/id/Viper1999,2,NaT,391540,1
76561198071334632,http://steamcommunity.com/profiles/76561198071334632,2,2015-04-28,51100,1
76561198087445400,http://steamcommunity.com/profiles/76561198087445400,2,2015-10-02,391460,1
76561198055819674,http://steamcommunity.com/profiles/76561198055819674,2,NaT,730,1
TrulySeveral,http://steamcommunity.com/id/TrulySeveral,2,2014-01-05,440,1
siddhugoge,http://steamcommunity.com/id/siddhugoge,2,NaT,234140,1
perrocallejero,http://steamcommunity.com/id/perrocallejero,2,2015-05-26,233450,1
AceTaco,http://steamcommunity.com/id/AceTaco,2,2013-10-02,55230,1
SpongeyIsSweg,http://steamcommunity.com/id/SpongeyIsSweg,2,2015-08-09,356670,1
Dylbugs,http://steamcommunity.com/id/Dylbugs,2,2015-09-28,730,1
76561198159037032,http://steamcommunity.com/profiles/76561198159037032,2,NaT,499100,1
Scorpion1903,http://steamcommunity.com/id/Scorpion1903,2,2015-09-30,130,1
LoveFayeForever,http://steamcommunity.com/id/LoveFayeForever,2,2014-09-23,304270,1
paw_ftw,http://steamcommunity.com/id/paw_ftw,2,NaT,730,1
Yomani,http://steamcommunity.com/id/Yomani,2,2014-02-28,214950,1
snowangelsdream,http://steamcommunity.com/id/snowangelsdream,2,2014-06-25,620,1
76561198060150729,http://steamcommunity.com/profiles/76561198060150729,1,NaT,107100,1
76561198066794851,http://steamcommunity.com/profiles/76561198066794851,2,NaT,730,1
hobohomeless,http://steamcommunity.com/id/hobohomeless,2,2015-08-24,304050,1
76561198067209151,http://steamcommunity.com/profiles/76561198067209151,0,NaT,427270,1
mrsharkst,http://steamcommunity.com/id/mrsharkst,2,2015-04-15,730,1
XXXmemesnshitXXX,http://steamcommunity.com/id/XXXmemesnshitXXX,2,2015-02-27,202970,1
Memes2k16,http://steamcommunity.com/id/Memes2k16,2,2015-10-29,40800,1
3021Daniel,http://steamcommunity.com/id/3021Daniel,2,2014-05-06,730,1
icereece,http://steamcommunity.com/id/icereece,2,2015-07-08,301520,1
416940127,http://steamcommunity.com/id/416940127,2,2014-08-15,209160,0
76561198086884048,http://steamcommunity.com/profiles/76561198086884048,2,2014-10-17,218620,1
noirelovelove,http://steamcommunity.com/id/noirelovelove,2,NaT,282900,1
SleepyVioletteChan,http://steamcommunity.com/id/SleepyVioletteChan,2,2014-12-28,440,1
Aussiefella_69,http://steamcommunity.com/id/Aussiefella_69,2,NaT,359940,1
lilbkbx,http://steamcommunity.com/id/lilbkbx,2,NaT,377160,0
Donttellem,http://steamcommunity.com/id/Donttellem,2,2015-11-16,295110,1
downedpanda,http://steamcommunity.com/id/downedpanda,2,2013-12-31,221640,1
nodesull,http://steamcommunity.com/id/nodesull,2,NaT,413150,1
UniIsBestWaifu,http://steamcommunity.com/id/UniIsBestWaifu,2,NaT,329440,1
CottonCandyHusky,http://steamcommunity.com/id/CottonCandyHusky,2,2014-12-29,221100,1
76561198082760506,http://steamcommunity.com/profiles/76561198082760506,2,2015-05-26,440,1
saintfox,http://steamcommunity.com/id/saintfox,2,2013-11-26,55230,1
pharr49,http://steamcommunity.com/id/pharr49,0,2015-04-01,207140,1
76561198072028129,http://steamcommunity.com/profiles/76561198072028129,2,2015-04-01,273350,0
76561197978409306,http://steamcommunity.com/profiles/76561197978409306,2,2015-05-05,264200,1
SNEAKY_Boxman,http://steamcommunity.com/id/SNEAKY_Boxman,0,2015-07-12,304930,0
otorhinolaryngologist,http://steamcommunity.com/id/otorhinolaryngologist,2,2014-12-19,270550,1
vegetable89,http://steamcommunity.com/id/vegetable89,2,2015-11-17,405180,1
blazythemayordevil,http://steamcommunity.com/id/blazythemayordevil,2,2014-02-03,440,1
drdoob,http://steamcommunity.com/id/drdoob,2,NaT,34330,1
Alex_Feed,http://steamcommunity.com/id/Alex_Feed,2,NaT,730,1
GeneralHavoc_,http://steamcommunity.com/id/GeneralHavoc_,2,2015-06-27,730,1
jakkpro895,http://steamcommunity.com/id/jakkpro895,0,2014-08-13,105600,1
AmeelAhmed,http://steamcommunity.com/id/AmeelAhmed,2,NaT,730,1
76561198109423093,http://steamcommunity.com/profiles/76561198109423093,2,NaT,730,1
analfelatiothecircumsoldier,http://steamcommunity.com/id/analfelatiothecircumsoldier,2,NaT,225540,0
76561198085869763,http://steamcommunity.com/profiles/76561198085869763,2,2015-01-01,218620,1
drstem_drstem,http://steamcommunity.com/id/drstem_drstem,2,NaT,205100,1
jahmezgamingofficial,http://steamcommunity.com/id/jahmezgamingofficial,2,2013-12-14,730,1
jz4012,http://steamcommunity.com/id/jz4012,2,NaT,404090,1
thecompl3x,http://steamcommunity.com/id/thecompl3x,2,NaT,730,1
ultrararepepes,http://steamcommunity.com/id/ultrararepepes,2,2014-12-02,205100,1
76561198046360205,http://steamcommunity.com/profiles/76561198046360205,2,2014-05-23,440,1
PippleKipple,http://steamcommunity.com/id/PippleKipple,2,2014-03-22,227300,1
76561198073184460,http://steamcommunity.com/profiles/76561198073184460,2,2013-11-30,48700,1
LifeOfLlama,http://steamcommunity.com/id/LifeOfLlama,2,NaT,252490,1
76561198094532627,http://steamcommunity.com/profiles/76561198094532627,2,2015-03-07,304930,1
76561198063988555,http://steamcommunity.com/profiles/76561198063988555,2,NaT,440,1
G0ldguts,http://steamcommunity.com/id/G0ldguts,2,2015-11-30,250900,1
The-Dunktown-Express,http://steamcommunity.com/id/The-Dunktown-Express,2,NaT,70,1
Beast_m0de,http://steamcommunity.com/id/Beast_m0de,2,2014-05-16,24960,1
1234567890192837465,http://steamcommunity.com/id/1234567890192837465,2,NaT,368340,1
projecteldor,http://steamcommunity.com/id/projecteldor,2,2014-12-25,730,1
shadowxlucario,http://steamcommunity.com/id/shadowxlucario,2,NaT,730,1
micropie,http://steamcommunity.com/id/micropie,2,2014-08-18,24200,1
xdeadlymoonx,http://steamcommunity.com/id/xdeadlymoonx,2,2015-01-19,730,1
arby6784,http://steamcommunity.com/id/arby6784,2,NaT,6060,1
76561198098136638,http://steamcommunity.com/profiles/76561198098136638,2,2015-06-24,346900,1
gsgamingbr,http://steamcommunity.com/id/gsgamingbr,2,NaT,344040,1
Ally_,http://steamcommunity.com/id/Ally_,2,2014-05-21,570,1
kanarya08,http://steamcommunity.com/id/kanarya08,2,2015-01-08,219830,1
FinNaLe,http://steamcommunity.com/id/FinNaLe,2,NaT,331200,1
mrrockerz,http://steamcommunity.com/id/mrrockerz,2,2015-10-24,218620,1
Howlapus,http://steamcommunity.com/id/Howlapus,2,2014-01-06,221100,1
My_Immortal,http://steamcommunity.com/id/My_Immortal,2,NaT,102500,1
teachmehowtosoli,http://steamcommunity.com/id/teachmehowtosoli,2,2015-06-26,237930,1
Razzzzzzzzzzzzzzzzzzzzzz,http://steamcommunity.com/id/Razzzzzzzzzzzzzzzzzzzzzz,2,NaT,444090,1
eddiedankmemes,http://steamcommunity.com/id/eddiedankmemes,2,NaT,440,0
pleasedontvotefortrump,http://steamcommunity.com/id/pleasedontvotefortrump,2,2015-11-08,550,1
lmn8rx,http://steamcommunity.com/id/lmn8rx,1,2014-01-01,34900,1
ChakaYourLaka,http://steamcommunity.com/id/ChakaYourLaka,2,2015-08-10,730,1
DEANOXHILL,http://steamcommunity.com/id/DEANOXHILL,2,2015-11-17,730,1
TheRealMeatyMate,http://steamcommunity.com/id/TheRealMeatyMate,2,NaT,218620,0
samuelx5,http://steamcommunity.com/id/samuelx5,2,2015-07-28,42680,0
76561198056693884,http://steamcommunity.com/profiles/76561198056693884,2,2014-12-17,218230,1
76561198104201240,http://steamcommunity.com/profiles/76561198104201240,2,2014-01-17,440,1
GoodLooser,http://steamcommunity.com/id/GoodLooser,2,2014-07-02,238460,1
lennysan,http://steamcommunity.com/id/lennysan,2,2015-01-15,440,1
ZeikoJoestar,http://steamcommunity.com/id/ZeikoJoestar,2,2015-01-22,291480,0
76561198019442854,http://steamcommunity.com/profiles/76561198019442854,2,2014-03-20,238960,1
hermannwolffen25,http://steamcommunity.com/id/hermannwolffen25,2,2014-09-24,440,1
76561198098482126,http://steamcommunity.com/profiles/76561198098482126,2,2015-08-15,550,1
76561198032376223,http://steamcommunity.com/profiles/76561198032376223,2,2014-03-21,440,1
76561198059286499,http://steamcommunity.com/profiles/76561198059286499,2,2014-03-27,12210,1
PotatoSaun,http://steamcommunity.com/id/PotatoSaun,2,NaT,292630,0
stevenw-s,http://steamcommunity.com/id/stevenw-s,2,2015-09-12,218230,1
Videogamedunderly,http://steamcommunity.com/id/Videogamedunderly,2,2015-09-29,404480,1
76561198066698645,http://steamcommunity.com/profiles/76561198066698645,2,NaT,730,1
Mrbrightside_kent,http://steamcommunity.com/id/Mrbrightside_kent,2,2015-04-14,271590,1
finnzag1,http://steamcommunity.com/id/finnzag1,2,2014-05-05,248390,1
snakrobotza3,http://steamcommunity.com/id/snakrobotza3,2,2014-01-27,550,1
ANIMEPUSSY,http://steamcommunity.com/id/ANIMEPUSSY,2,2015-06-05,245170,1
Jupacka,http://steamcommunity.com/id/Jupacka,0,2013-02-28,240,1
76561198048088970,http://steamcommunity.com/profiles/76561198048088970,2,2015-04-29,248820,1
76561198094413234,http://steamcommunity.com/profiles/76561198094413234,2,NaT,246620,1
LonelyOM,http://steamcommunity.com/id/LonelyOM,2,NaT,319630,1
76561198107601321,http://steamcommunity.com/profiles/76561198107601321,2,2014-11-21,440,1
linlinlay,http://steamcommunity.com/id/linlinlay,2,2015-12-02,105600,1
rarejapan,http://steamcommunity.com/id/rarejapan,2,2014-07-09,224580,1
76561198081530329,http://steamcommunity.com/profiles/76561198081530329,2,2013-12-31,47410,1
borgsy2revampedTV,http://steamcommunity.com/id/borgsy2revampedTV,2,NaT,32400,1
76561198244813534,http://steamcommunity.com/profiles/76561198244813534,0,NaT,218620,0
waruikaijin,http://steamcommunity.com/id/waruikaijin,2,2015-10-21,340170,1
76561198076539681,http://steamcommunity.com/profiles/76561198076539681,2,2015-06-05,440,1
Jasrad,http://steamcommunity.com/id/Jasrad,2,2014-09-10,218230,1
76561198119691766,http://steamcommunity.com/profiles/76561198119691766,2,2015-09-25,730,1
Steam_FX-,http://steamcommunity.com/id/Steam_FX-,2,2014-07-21,570,1
76561198129380421,http://steamcommunity.com/profiles/76561198129380421,2,NaT,208480,1
76561198100665500,http://steamcommunity.com/profiles/76561198100665500,2,NaT,376200,1
76561198068538206,http://steamcommunity.com/profiles/76561198068538206,2,2015-01-21,730,1
76561198109068932,http://steamcommunity.com/profiles/76561198109068932,2,NaT,440,1
18082001,http://steamcommunity.com/id/18082001,2,2015-07-25,730,1
76561198062336903,http://steamcommunity.com/profiles/76561198062336903,2,NaT,236390,1
ifyourreadingthisgetdunkedon,http://steamcommunity.com/id/ifyourreadingthisgetdunkedon,2,2015-05-20,270210,1
76561198029589709,http://steamcommunity.com/profiles/76561198029589709,2,NaT,359550,0
imonyouutube,http://steamcommunity.com/id/imonyouutube,2,2012-12-16,91310,1
PritchardGSD,http://steamcommunity.com/id/PritchardGSD,2,2014-12-15,228380,1
sam_mindyourbuisnesslove,http://steamcommunity.com/id/sam_mindyourbuisnesslove,0,2015-08-28,48700,1
76561198054772649,http://steamcommunity.com/profiles/76561198054772649,2,2015-07-31,730,1
76561198069254820,http://steamcommunity.com/profiles/76561198069254820,2,2014-02-15,252490,1
MrProvidings,http://steamcommunity.com/id/MrProvidings,2,2014-12-17,223470,1
Gaben_Z,http://steamcommunity.com/id/Gaben_Z,2,2015-10-30,391540,1
6golf6,http://steamcommunity.com/id/6golf6,2,2014-01-16,99900,1
mayshowganmore,http://steamcommunity.com/id/mayshowganmore,1,NaT,412730,0
tzarius,http://steamcommunity.com/id/tzarius,0,2014-10-31,99810,0
insenzato,http://steamcommunity.com/id/insenzato,2,2013-12-30,4000,1
76561198056894326,http://steamcommunity.com/profiles/76561198056894326,2,2015-04-05,440,1
HunterSLAYERR,http://steamcommunity.com/id/HunterSLAYERR,2,2013-09-29,1250,1
76561198073094072,http://steamcommunity.com/profiles/76561198073094072,2,2014-02-14,72850,1
EjWild,http://steamcommunity.com/id/EjWild,2,NaT,311210,1
secretmessage6969,http://steamcommunity.com/id/secretmessage6969,2,2014-07-22,8190,1
Cydran,http://steamcommunity.com/id/Cydran,2,2014-05-04,207210,1
wolop,http://steamcommunity.com/id/wolop,2,2011-07-03,4000,1
fattyahead,http://steamcommunity.com/id/fattyahead,2,2015-03-07,320760,1
76561198067546287,http://steamcommunity.com/profiles/76561198067546287,2,2015-06-13,730,1
76561198111094443,http://steamcommunity.com/profiles/76561198111094443,2,2015-10-20,333930,0
GaffyAreAwesome,http://steamcommunity.com/id/GaffyAreAwesome,2,2014-01-23,4000,1
LTHW,http://steamcommunity.com/id/LTHW,2,2015-03-06,4000,1
76561198049338710,http://steamcommunity.com/profiles/76561198049338710,2,2014-11-29,440,1
76561198044060397,http://steamcommunity.com/profiles/76561198044060397,2,2015-03-28,354240,1
piepai,http://steamcommunity.com/id/piepai,2,2015-02-18,290730,1
