,recommend,sentiment_analysis,user_id,user_id,playtime_forever,developer,year,price,id,genres
9788,1.0,2.0,76561198045474388,76561198011403714,0.0,Greg Sergeant,2017.0,4.99,337290.0,"['Action', 'Indie', 'Early Access']"
9789,1.0,2.0,76561198076747687,76561198072298293,0.0,James Roll,2017.0,0.99,661460.0,"['Casual', 'Indie']"
9790,1.0,2.0,76561198094656207,76561198018599608,563.0,Fastermind Games,2017.0,5.99,463950.0,"['Adventure', 'Casual', 'Indie']"
9791,1.0,2.0,aidozinthebigbluehouse,76561198063941075,354.0,"SmiteWorks USA, LLC",2017.0,0,670030.0,"['Indie', 'RPG', 'Strategy']"
9792,1.0,2.0,ArkanamX,foolcake,0.0,DONTNOD ELEVEN,2017.0,9.99,653090.0,"['Action', 'Indie']"
9793,1.0,2.0,76561198064335789,76561198070071006,195.0,DONTNOD ELEVEN,2017.0,0,411480.0,"['Action', 'Free to Play', 'Indie']"
9794,1.0,2.0,BeKin,76561198050245086,57.0,DONTNOD ELEVEN,2017.0,14.99,658860.0,"['Action', 'Indie']"
9795,1.0,2.0,forsakengremory,76561198100507019,5.0,Eipix Entertainment,2017.0,9.99,647930.0,"['Adventure', 'Casual']"
9796,1.0,2.0,76561198072450948,baronthegemini,12.0,Subvert Games,2017.0,0,666200.0,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']"
9797,1.0,2.0,ThaFiddy,appalot,0.0,"Green Willow Games, LLC",2017.0,1.99,632160.0,"['Adventure', 'Casual', 'Indie']"
9798,1.0,2.0,76561198098017317,Myther43,0.0,Tim Conkling,2017.0,14.99,505640.0,"['Indie', 'Strategy']"
9799,1.0,2.0,76561198040611366,76561198077118760,0.0,Tim Conkling,2017.0,2.99,652490.0,"['Indie', 'Strategy']"
9800,0.0,2.0,AzAziLTv,shitmelnbonsays,0.0,Tim Conkling,2017.0,7.99,596460.0,"['Indie', 'Strategy']"
9801,1.0,2.0,76561198072940782,76561198066050451,9239.0,,2017.0,4.99,627040.0,
9802,1.0,2.0,Azisan,superredranga,16.0,,2008.0,2.99,649540.0,
9803,1.0,2.0,76561198100642660,iamccd,0.0,Super Strong Games,2017.0,9.99,510360.0,"['Action', 'Indie', 'Early Access']"
9804,1.0,2.0,Azra_Hijran,thenoslen,7.0,morojenoe's empire,2017.0,1.99,664420.0,"['Casual', 'Indie']"
9805,1.0,2.0,76561198074965973,akopinoy,68.0,DRUNKEN APES,2017.0,2.99,662730.0,"['Casual', 'Indie']"
9806,1.0,2.0,mmunchies,TheRealMeatyMate,0.0,Veibyn,2015.0,4.99,669760.0,"['Action', 'Adventure', 'Indie']"
9807,1.0,2.0,76561198022701298,76561197969020980,7.0,Bikkuri Software,2017.0,9.99,629440.0,"['Action', 'Casual']"
9808,1.0,2.0,CatwaffleZ,76561198066363324,81.0,Luxorix Games,2017.0,0.99,675400.0,"['Action', 'Adventure', 'Indie', 'RPG']"
9809,1.0,2.0,76561198003811382,76561198092262100,230.0,Dragon Foundry,2017.0,0,388370.0,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']"
9810,1.0,2.0,Azzamacazza,WhipDip,0.0,Michael Brough,2017.0,2.99,646930.0,"['Indie', 'Strategy']"
9811,1.0,2.0,Azzanation,76561198088716282,0.0,Bionic Pony,2017.0,9.99,666060.0,"['Action', 'Adventure', 'Indie']"
9812,1.0,2.0,76561198068655726,evolic,2.0,Lizardcube,2017.0,4.99,649330.0,"['Action', 'Adventure', 'Indie']"
9813,1.0,2.0,76561198087650886,76561198063278079,128.0,ExperaGameStudio,2017.0,0,667710.0,"['Adventure', 'Indie']"
9814,1.0,2.0,76561198071098863,dangles75,44.0,mangamengine,2017.0,1.99,636470.0,['Indie']
9815,1.0,2.0,76561198038148907,adi_a12,438.0,Ronimo Games,2017.0,4.99,497621.0,"['Action', 'Indie', 'Strategy']"
9816,1.0,2.0,B-HopperTr0LL,76561198038367545,17567.0,40Ggames,2017.0,3.99,648260.0,"['Action', 'Adventure', 'Indie', 'Racing']"
9817,1.0,2.0,76561198082003335,PikachuBruh,794.0,SAT-BOX,2017.0,4.99,647371.0,"['Action', 'Casual', 'Indie', 'Sports']"
9818,1.0,2.0,76561198091515601,geoskio,70.0,PlayColorfulGames,2017.0,1.99,661480.0,"['Casual', 'Indie', 'Strategy']"
9819,1.0,2.0,B4BY,narkly,412.0,Thick &amp; Thin,2017.0,0.99,674310.0,['Indie']
9820,1.0,2.0,Ahnoobs,crixis48,5433.0,"Tozai Games, Inc.,O-TWO inc.",2017.0,19.99,628660.0,"['Action', 'Casual']"
9821,1.0,2.0,stopreadingthisthing,76561198044426967,97.0,G. Malta,2017.0,1.99,656310.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
9822,1.0,2.0,spurdosparda,SirexPower,312.0,Overgroup,2017.0,0,645260.0,"['Free to Play', 'Simulation', 'Sports']"
9823,1.0,2.0,GoatboyHicks,dirklah,168.0,Notus Games Ltd,2017.0,4.99,659950.0,['Casual']
9824,1.0,2.0,76561198059808061,GeneralDarmon,19.0,Aerosoft GmbH,2017.0,19.99,562372.0,['Simulation']
9825,1.0,2.0,NewandImprovedDashie,feraldog,0.0,Digital Train Model,2017.0,19.99,500248.0,['Simulation']
9826,1.0,2.0,I3m0n,76561198045148546,3903.0,Blender Games,2017.0,0.99,667300.0,"['Casual', 'Indie']"
9827,1.0,2.0,dataxpunged,76561198084202505,34.0,Imperia Online LTD,2017.0,0,647430.0,['Strategy']
9828,1.0,2.0,76561198041857144,76561198045183167,43782.0,Quiet River,2017.0,0.99,654900.0,"['Casual', 'Indie']"
9829,1.0,2.0,1994dbc,idonothack,0.0,Mi'pu'mi Games GmbH,2017.0,3.99,477030.0,"['Adventure', 'Indie']"
9830,1.0,2.0,baconnisbae,jonnysniper123,510.0,Manic Mind Game Lab,2017.0,0.99,655130.0,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']"
9831,1.0,2.0,baco65,76561198071040575,0.0,开水工作室,2017.0,9.99,466810.0,"['Adventure', 'Casual', 'Indie']"
9832,1.0,2.0,76561198058123182,skaeren2190,0.0,Kenny Sun,2017.0,4.99,654910.0,['Indie']
9833,1.0,2.0,76561198060622238,ftttt,0.0,Gamechuck,2017.0,1.99,663240.0,"['Adventure', 'Casual', 'Indie']"
9834,1.0,2.0,badassadmin,phazeback,5838.0,,2014.0,3.99,647250.0,
9835,1.0,2.0,76561198057233213,Drxoid,0.0,Disruptor Beam Inc.,2017.0,9.99,668710.0,"['Adventure', 'Free to Play', 'RPG', 'Strategy']"
9836,1.0,2.0,dragacane,76561197976455887,0.0,StarSystemStudios™,2017.0,1.99,655470.0,"['Action', 'Adventure', 'Casual', 'Indie']"
9837,1.0,2.0,76561198078081680,76561198061413310,221.0,Michael Howard,2017.0,10.99,581750.0,"['Adventure', 'Free to Play', 'Indie', 'RPG']"
9838,1.0,2.0,jefrau10,76561198054544978,156.0,Kiddy,2017.0,4.99,654990.0,"['Action', 'Adventure', 'Indie', 'Simulation']"
9839,0.0,2.0,badminton,xWaterfall,0.0,Disruptor Beam Inc.,2017.0,39.99,668714.0,"['Adventure', 'Free to Play', 'RPG', 'Strategy']"
9840,1.0,2.0,76561198087979850,UncleTobsy,0.0,Noble Empire Corp.,2017.0,9.99,674300.0,"['Free to Play', 'Indie', 'Simulation']"
9841,1.0,0.0,badwizard,76561198105634729,1188.0,Portponky,2017.0,0.99,585920.0,"['Casual', 'Indie']"
9842,1.0,2.0,76561198026400898,travisty98,2274.0,Crankage Games,2017.0,4.99,662210.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
9843,0.0,2.0,sabretoothwalrus,nakkas22,0.0,"Soap Interactive, Lion Game Lion",2017.0,1.99,489570.0,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy']"
9844,1.0,2.0,76561198072109766,psycho_chicken,99.0,LAN - GAMES EOOD,2017.0,4.99,663390.0,"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']"
9845,1.0,2.0,120488700,76561198036532666,57.0,Oddly Shaped Pixels,2017.0,9.99,630160.0,"['Action', 'Indie']"
9846,1.0,0.0,Umegadem,LightfootSword7,5481.0,Ascanio Entertainment,2017.0,9.99,535690.0,"['Action', 'Indie', 'RPG']"
9847,1.0,2.0,Baileaf,76561198054731027,270.0,いくちおすてご,2017.0,4.99,657260.0,['Action']
9848,1.0,2.0,76561198055632563,567234,47.0,Shenandoah Studio,2017.0,9.99,602510.0,['Strategy']
9849,1.0,2.0,ForTheLolz7,maxwelltruth,4.0,Friendly Cactus,2017.0,12.99,647940.0,"['Adventure', 'Casual']"
9850,0.0,2.0,SwEgLoRd101,76561197985797191,0.0,Fabio Ferrara,2017.0,4.99,303610.0,['Action']
9851,1.0,2.0,Bakuhteh,76561198057947451,0.0,"Eugene Radaev,Egor Magurin",2017.0,1.99,654970.0,"['Casual', 'Indie']"
9852,1.0,2.0,76561198068982966,Repukeable,178.0,RSK Entertainment,2017.0,5.99,673570.0,"['Action', 'Indie', 'Simulation']"
9853,1.0,2.0,76561198030535829,thefaggotron6969,682.0,WRD,2017.0,2.99,670370.0,['Indie']
9854,1.0,2.0,131312,76561197984449672,0.0,Game-Labs,2017.0,29.99,502520.0,"['Indie', 'Simulation', 'Strategy']"
9855,1.0,2.0,76561198078072180,76561198139928409,44.0,iFun4All S.A.,2017.0,14.99,522210.0,"['Action', 'Indie']"
9856,1.0,2.0,76561198144637534,76561197977705860,37.0,Battle Blockyverse Studios,2017.0,9.99,641980.0,"['Action', 'Adventure', 'Indie']"
9857,1.0,2.0,76561198065661382,manaff,66.0,"Nikita ""Ghost_RUS""",2017.0,2.99,664350.0,"['Action', 'Indie']"
9858,1.0,2.0,antongarciabitw,76561198086204112,7.0,PilotLumpa Gaming,2017.0,2.99,666310.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']"
9859,1.0,0.0,theoverlordoftheplanet,DANGERMOOOUSE,218.0,Creability,2017.0,0,643270.0,"['Free to Play', 'Indie']"
9860,1.0,2.0,nanakao,76561198084919247,0.0,Kev Jackson,2017.0,4.99,667920.0,"['Casual', 'Indie', 'Simulation', 'Strategy']"
9861,1.0,2.0,76561198081006512,76561198017237313,126.0,Stolen Couch Games,2017.0,4.99,656560.0,"['Casual', 'Indie', 'Simulation']"
9862,1.0,2.0,76561198079348289,76561198024450886,16.0,EntwicklerX,2017.0,1.99,660320.0,"['Action', 'Indie', 'Strategy']"
9863,1.0,0.0,swiftshot2,76561198044416353,742.0,Notus Games Ltd,2017.0,4.99,659940.0,['Casual']
9864,1.0,2.0,Bananana999,76561198071631039,0.0,Chao's Playmate,2017.0,1.99,659260.0,"['Adventure', 'Indie', 'RPG']"
9865,1.0,1.0,76561198080702354,76561197996569986,120.0,TSL,2017.0,7.99,660970.0,"['Action', 'Adventure', 'Indie']"
9866,0.0,2.0,skydive1111,76561197988840650,3105.0,Cubamano,2017.0,0.99,661000.0,"['Casual', 'Indie']"
9867,0.0,0.0,76561198041992179,76561198059106314,2380.0,71Games,2017.0,3.99,663730.0,"['Adventure', 'Indie', 'RPG']"
9868,1.0,2.0,lokidokii,76561198059795226,14.0,Ripknot Systems,2017.0,1.99,658430.0,"['Casual', 'Indie', 'Strategy']"
9869,1.0,2.0,76561198068196846,76561198010069678,0.0,Deceptive Games Ltd.,2017.0,2.99,656360.0,"['Adventure', 'Casual', 'Indie']"
9870,1.0,2.0,76561198066638174,Xynont_Nightray,180.0,CodeManu,2017.0,6.99,458660.0,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
9871,1.0,2.0,Bankerz,345675,0.0,ZuoBuLaiGame,2017.0,1.99,635070.0,['Action']
9872,1.0,2.0,76561198078059717,Rhysy2706,28.0,BetsonGames,2017.0,3.99,659090.0,"['Indie', 'RPG', 'Simulation', 'Strategy']"
9873,1.0,2.0,Fagola69,76561198047711462,1078.0,Trapped Team,2017.0,0,679950.0,"['Action', 'Adventure', 'Indie', 'RPG']"
9874,1.0,2.0,Estetive,76561198072491476,639.0,Andy Jurko,2016.0,9.99,659890.0,"['Casual', 'Indie']"
9875,1.0,2.0,MarioBrother,_alien,593.0,Restory Studio,2017.0,0,671950.0,"['Action', 'Adventure', 'Indie', 'RPG']"
9876,1.0,2.0,ninjaroy,76561198072378985,0.0,Ripknot Systems,2017.0,0.99,657590.0,"['Action', 'Casual', 'Indie']"
9877,1.0,2.0,baranaka,Nesdurial,0.0,Prideful Sloth,2017.0,24.99,580200.0,"['Adventure', 'Indie']"
9878,1.0,2.0,baratus93,76561197988762135,84.0,vaniloput games,2017.0,1.99,664050.0,"['Casual', 'Indie']"
9879,1.0,2.0,bardicsteam,76561198030373834,233.0,Playcademy,2017.0,4.99,667820.0,"['Casual', 'Simulation']"
9880,1.0,2.0,Extortia,farmerbillson,0.0,Alexandr Shvab,2017.0,,678250.0,['Adventure']
9881,1.0,2.0,Llamadyl,meowvel,0.0,Aggressive Combustion,2017.0,7.99,654010.0,"['Action', 'Indie']"
9882,0.0,2.0,76561197969727244,PEANUTS4,1185.0,WeirdBeard,2017.0,2.99,667750.0,"['Casual', 'Indie']"
9883,1.0,2.0,76561198046362843,rowjack1993,0.0,Hariharan S,2017.0,4.99,652550.0,"['Action', 'Adventure', 'RPG']"
9884,1.0,2.0,barnziee_,76561198083582821,29.0,Omniconnection,2017.0,2.99,436920.0,"['Action', 'Free to Play', 'Indie']"
9885,1.0,2.0,baronthegemini,daleks3k,179.0,Omniconnection,2017.0,2.99,426980.0,"['Action', 'Free to Play', 'Indie']"
9886,1.0,2.0,AusSpades,76561198023788999,0.0,Omniconnection,2017.0,2.99,426960.0,"['Action', 'Free to Play', 'Indie']"
9887,1.0,2.0,InviaObscura,Pete14081,110.0,Omniconnection,2017.0,2.99,428820.0,"['Action', 'Free to Play', 'Indie']"
9888,1.0,2.0,poop_chute,NeroDarkMC,139.0,Omniconnection,2017.0,2.99,428821.0,"['Action', 'Free to Play', 'Indie']"
9889,1.0,2.0,76561198074940106,76561198072311378,5.0,Ubisoft - San Francisco,2017.0,2.99,637700.0,"['Casual', 'Simulation']"
9890,0.0,2.0,craggyteeth,76561198060140388,0.0,Ubisoft - San Francisco,2017.0,2.99,637701.0,"['Casual', 'Simulation']"
9891,1.0,2.0,76561198040695833,76561198040575571,313.0,Creaky Lantern Games,2017.0,5.99,454750.0,"['Action', 'Indie']"
9892,1.0,2.0,WiseChocolate,haothehell,0.0,Creaky Lantern Games,2013.0,0,669940.0,"['Action', 'Indie']"
9893,0.0,0.0,JewishThong,76561198047700643,0.0,,2017.0,4.99,677570.0,
9894,1.0,2.0,76561198091404694,BRoLance,0.0,Jason Lovett,2017.0,0.99,657120.0,"['Casual', 'Indie', 'Simulation']"
9895,1.0,2.0,76561198118675915,76561198047260382,642.0,,2017.0,4.99,677580.0,
9896,0.0,2.0,BigCutyBootyJudy,Leonzell,30.0,,2017.0,1.99,669970.0,
9897,1.0,2.0,bassline101,76561198044598568,992.0,Gravity Interactive,2017.0,0,660330.0,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
9898,1.0,2.0,TotallyNotBruceWayne,subject2397,29.0,Brian O'Keefe,2017.0,2.99,659170.0,"['Action', 'Casual', 'Indie']"
9899,1.0,2.0,BatataFritaAlienigena,76561198046786540,0.0,Chronobit Studios,2017.0,0.99,597190.0,"['Action', 'Casual', 'Indie']"
9900,1.0,2.0,batatafuriosa,76561198055964374,0.0,HFM Games,2017.0,1.99,657200.0,['Simulation']
9901,1.0,2.0,thelazybrowniemkii,Crafe,9.0,i273 LLC,2017.0,4.99,526450.0,"['Adventure', 'Simulation', 'Strategy']"
9902,1.0,2.0,76561198088127282,hazz2468,12.0,YarGri,2017.0,0.99,657770.0,"['Action', 'Casual', 'Indie']"
9903,1.0,2.0,batman0180,DarkDragonForce,339.0,YarGri,2017.0,0.99,657740.0,"['Casual', 'Indie', 'Strategy']"
9904,1.0,2.0,76561198301150825,lollerskatesandlolzords,8.0,Impact Gameworks,2017.0,14.99,628770.0,"['Indie', 'RPG', 'Early Access']"
9905,1.0,2.0,76561198101249923,GoGoGyro,24.0,"Tbjbu2,clragon,Trentipoo,Elad Levi,ErniSot",2017.0,6.99,672220.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']"
9906,1.0,2.0,batmun1989,Liberityneverdies,835.0,Polyart Inc.,2017.0,3.99,665630.0,"['Action', 'Indie', 'Early Access']"
9907,1.0,2.0,76561198004280826,76561198069243620,128.0,RoboDev,2017.0,4.99,670440.0,"['Adventure', 'Casual', 'Indie', 'Early Access']"
9908,1.0,2.0,BM5K,RoastedMemesRoastedDreams,1535.0,Fabraz,2017.0,3.99,649820.0,"['Action', 'Adventure', 'Indie']"
9909,0.0,2.0,76561198043413238,pearce,18.0,nanos GbR,2017.0,0,619910.0,"['Action', 'Massively Multiplayer']"
9910,0.0,2.0,BZ4LIFE,76561198026960889,126.0,Electric Root,2017.0,0.99,659820.0,"['Action', 'Casual', 'Indie']"
9911,0.0,2.0,ShakEnBakE,KumoDumo,66.0,Brave Giant LTD,2017.0,9.99,637060.0,"['Adventure', 'Casual']"
9912,1.0,2.0,bauluci,Axetothehead,24.0,Punch! Software,2017.0,49.99,583870.0,['Design &amp; Illustration']
9913,1.0,2.0,bawssnass,76561198047746970,752.0,Skydance Interactive,2017.0,12.99,553660.0,"['Action', 'Early Access']"
9914,0.0,0.0,Bawst,rosencr4ntz,966.0,Totem Games,2017.0,9.99,647840.0,['Simulation']
9915,1.0,2.0,yongyong3,76561198028072716,310.0,Joyous Raccoon,2017.0,1.99,666260.0,"['Adventure', 'Indie']"
9916,1.0,2.0,76561198049953557,76561197999981697,10.0,Game Grumps,2017.0,14.99,654880.0,"['Casual', 'Indie', 'Simulation']"
9917,0.0,2.0,76561198192790182,76561198046930744,944.0,Flight Systems,2017.0,14.99,667520.0,"['Simulation', 'Early Access']"
9918,0.0,2.0,bjbuck,Urit,368.0,Nomad Games,2017.0,6.99,635341.0,['Strategy']
9919,1.0,2.0,76561198094673744,76561198054341004,2579.0,Steve Antoniadis,2017.0,0,676800.0,"['Adventure', 'Casual', 'Indie', 'RPG']"
9920,0.0,2.0,ughok,BugsyBro,2191.0,WySix,2017.0,0.99,668070.0,['Casual']
9921,1.0,0.0,76561198038055981,isaacNUGT,3110.0,TOMAGameStudio,2017.0,,612000.0,"['Action', 'Indie']"
9922,1.0,2.0,76561198267779591,76561198028395652,1285.0,FreezeNova,2017.0,0.99,655080.0,"['Adventure', 'Casual', 'Indie']"
9923,1.0,2.0,bwf1998,76561198050816127,200.0,Berserk Games,2017.0,7.99,610692.0,"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
9924,1.0,2.0,76561198128670473,76561198044650683,423.0,norum82,2017.0,1.99,656940.0,"['Adventure', 'Casual', 'Indie']"
9925,1.0,2.0,76561198088531324,odnobrovets,0.0,tjern,2017.0,4.99,655640.0,"['Action', 'Sports']"
9926,1.0,2.0,76561198062733233,76561198090847586,608.0,Somber Dawn Studios,2017.0,4.99,659040.0,"['Action', 'Indie']"
9927,1.0,2.0,76561198068717523,Midiri91,11.0,HUNTERS,2017.0,1.99,670340.0,['Action']
9928,1.0,2.0,BeastThePimp,76561198049454147,962.0,"Henri Osbourne,Giovanna Lopes",2017.0,2.99,669960.0,['Indie']
9929,1.0,2.0,76561198078500090,76561198048022041,195.0,SolarByte,2017.0,0,665740.0,"['Free to Play', 'Indie']"
9930,1.0,2.0,76561198064901359,76561198088645702,403.0,Muro Studios,2017.0,4.99,656550.0,"['Action', 'Adventure', 'Indie']"
9931,1.0,2.0,76561198080784853,76561198041740640,15.0,FarBox Games,2017.0,0.99,680120.0,"['Action', 'Adventure', 'Casual', 'Indie']"
9932,0.0,2.0,bebb0,76561198083512264,8579.0,Frogames,2017.0,1.99,661520.0,['RPG']
9933,1.0,0.0,BecauseImSAD,rcdarkangel,0.0,Nilem Studio,2017.0,2.99,664440.0,"['Adventure', 'Indie', 'Simulation']"
9934,1.0,2.0,76561198050238243,scrubnauts_,20323.0,bch waves studio,2017.0,1.99,670810.0,"['Adventure', 'Casual', 'Indie']"
9935,1.0,2.0,zi8gzag,rtdavid,965.0,"FranticDreamer,SpoNk",2017.0,4.99,525460.0,"['Adventure', 'Indie', 'Early Access']"
9936,1.0,0.0,76561198058183790,76561198106096967,474.0,Corey Wurts,2017.0,2.99,671490.0,"['Adventure', 'RPG']"
9937,1.0,2.0,76561198059654080,brahhhhcsgomatee,0.0,Falco Software,2017.0,2.99,666290.0,"['Action', 'Adventure', 'Indie']"
9938,1.0,2.0,l33t_llama,76561198039807182,261.0,Ilya Gorodetskov,2017.0,5.99,662870.0,"['Action', 'Indie']"
9939,1.0,2.0,raoey,76561197996300824,0.0,Andy Jurko,2016.0,9.99,660030.0,"['Casual', 'Indie']"
9940,1.0,0.0,dionnuner,76561198086802367,5.0,DreamPunks,2017.0,7.99,657700.0,"['Adventure', 'Casual', 'Indie']"
9941,1.0,2.0,Zanscape,76561198014848587,54.0,G. A. Williams,2017.0,3.99,658050.0,['RPG']
9942,1.0,2.0,Doritatos,rayranger51,0.0,G. Malta,2017.0,0.99,656290.0,"['Action', 'Casual', 'Indie', 'Simulation']"
9943,1.0,2.0,76561198066900801,Minenema,1063.0,Dischan Media,2017.0,4.99,337890.0,"['Casual', 'Indie']"
9944,1.0,2.0,theneonwolf,Steamified,0.0,Atriagames,2017.0,1.99,661570.0,"['Action', 'Adventure', 'Indie']"
9945,1.0,2.0,OG1,thefinalrival,0.0,"Mediatonic,Flaming Fowl Studios",2017.0,14.99,469830.0,"['Strategy', 'Early Access']"
9946,1.0,2.0,Automatonic_Cabbage,76561198069543922,120.0,Yaka,2017.0,0.99,663060.0,"['Indie', 'Simulation']"
9947,1.0,2.0,76561198070869544,76561198008471714,0.0,Airborne Games,2017.0,14.99,647740.0,"['Action', 'Indie', 'Massively Multiplayer', 'Strategy']"
9948,1.0,2.0,76561198105953265,76561198064563804,1.0,"IMCGAMES Co.,Ltd.",2017.0,9.99,682380.0,"['Free to Play', 'Massively Multiplayer', 'RPG']"
9949,1.0,2.0,76561198092188845,jops70,0.0,"IMCGAMES Co.,Ltd.",2017.0,5.99,682400.0,"['Free to Play', 'Massively Multiplayer', 'RPG']"
9950,1.0,2.0,BENA1337,hektoz,0.0,"IMCGAMES Co.,Ltd.",2017.0,5.99,682410.0,"['Free to Play', 'Massively Multiplayer', 'RPG']"
9951,1.0,2.0,76561198093658975,76561198097470405,0.0,"IMCGAMES Co.,Ltd.",2017.0,9.99,682390.0,"['Free to Play', 'Massively Multiplayer', 'RPG']"
9952,1.0,0.0,SuperAnalNoScope,helldog22,0.0,HIPIX,2017.0,1.99,670430.0,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']"
9953,0.0,2.0,76561197970725078,76561198050522610,0.0,"Coilworks,Double Eleven",2017.0,19.99,463700.0,"['Action', 'Indie']"
9954,1.0,2.0,76561198045613225,error515,2025.0,Marvelous Inc.,2017.0,1.99,626546.0,['Action']
9955,1.0,2.0,ZombieKiller17_,76561198056801459,96.0,Marvelous Inc.,2017.0,1.99,626545.0,['Action']
9956,1.0,2.0,76561197970512992,iluvsowon,346.0,Marvelous Inc.,2017.0,1.99,626544.0,['Action']
9957,1.0,2.0,idfkanymore,76561198096957732,877.0,Marvelous Inc.,2017.0,1.99,626543.0,['Action']
9958,1.0,2.0,Cryptonial,76561198072726602,0.0,Marvelous Inc.,2017.0,1.99,626542.0,['Action']
9959,1.0,2.0,76561198077029675,76561198038001878,4141.0,Marvelous Inc.,2017.0,1.99,626541.0,['Action']
9960,1.0,2.0,76561198197819339,koddles,0.0,Supergiant Games,2017.0,19.99,462770.0,"['Action', 'Indie', 'RPG']"
9961,0.0,0.0,76561198068664336,76561198160366485,0.0,Supergiant Games,2017.0,9.99,643390.0,"['Action', 'Indie', 'RPG']"
9962,0.0,2.0,yozaseigfuckcriprep,egglez,0.0,Marvelous Inc.,2017.0,1.99,626540.0,['Action']
9963,0.0,2.0,76561198081756988,featherbear,219.0,Marvelous Inc.,2017.0,1.99,626535.0,['Action']
9964,1.0,2.0,TitlerBitch,76561198064668903,6.0,Marvelous Inc.,2017.0,1.99,626534.0,['Action']
9965,1.0,2.0,th4tone,PraiseDuarte,25.0,Marvelous Inc.,2017.0,1.99,626533.0,['Action']
9966,0.0,2.0,myteddybernie,Renx4,0.0,Marvelous Inc.,2017.0,1.99,626536.0,['Action']
9967,1.0,2.0,gamingtonemsi,76561198049327857,0.0,Marvelous Inc.,2017.0,1.99,626532.0,['Action']
9968,1.0,2.0,76561198055651045,76561198060839372,265.0,Marvelous Inc.,2017.0,1.99,626531.0,['Action']
9969,1.0,2.0,76561198090464330,76561198055623411,2109.0,"TT Games,Traveller's Tales",2017.0,3.99,641000.0,['Adventure']
9970,1.0,2.0,76561198073761454,fenetic,182.0,Marvelous Inc.,2017.0,1.99,626530.0,['Action']
9971,1.0,2.0,76561198069634527,Door8223,237.0,Marvelous Inc.,2017.0,1.99,626523.0,['Action']
9972,1.0,2.0,llamaemperor,MrHazza007,557.0,Marvelous Inc.,2017.0,1.99,626521.0,['Action']
9973,1.0,2.0,sriyhoiwtwiug7edfieithweugh,p0t4rt0,85.0,Marvelous Inc.,2017.0,1.99,626522.0,['Action']
9974,0.0,2.0,TheBetacrowisawesome,seanosoros,45.0,Marvelous Inc.,2017.0,1.99,626520.0,['Action']
9975,1.0,2.0,76561198053180471,DeEggMeister,0.0,Marvelous Inc.,2017.0,1.99,623200.0,['Action']
9976,1.0,2.0,76561198060324840,BlacKFuZion,56.0,Marvelous Inc.,2017.0,1.99,623198.0,['Action']
9977,1.0,0.0,LuizDoCl4ck,FUCKINO,527.0,Marvelous Inc.,2017.0,1.99,623197.0,['Action']
9978,1.0,2.0,artynox,76561197995146150,0.0,Marvelous Inc.,2017.0,1.99,623196.0,['Action']
9979,1.0,2.0,76561198091664122,twinturboskyline,0.0,Marvelous Inc.,2017.0,1.99,623195.0,['Action']
9980,1.0,2.0,76561198100496808,Array71,0.0,Marvelous Inc.,2017.0,1.99,623194.0,['Action']
9981,1.0,2.0,76561198027517385,Kiwianim,0.0,Marvelous Inc.,2017.0,1.99,623193.0,['Action']
9982,1.0,2.0,bibizerabalatensa,maplemage,203.0,Marvelous Inc.,2017.0,1.99,623191.0,['Action']
9983,0.0,0.0,76561198042690669,76561198068689243,120.0,Marvelous Inc.,2017.0,1.99,623190.0,['Action']
9984,1.0,2.0,76561198048590320,76561198053466527,0.0,Sergej110,2017.0,1.99,676590.0,"['Action', 'Adventure', 'Casual', 'Indie']"
9985,1.0,2.0,bugeyes8088123,76561198029310996,156.0,Marvelous Inc.,2017.0,1.99,623192.0,['Action']
9986,1.0,2.0,RedD34TH,Haldirr,0.0,He Wenjie,2017.0,3.99,673540.0,"['Indie', 'Simulation', 'Strategy']"
9987,1.0,2.0,wannabefam0us,inxani1ty,0.0,Michael Squirrel,2017.0,4.99,652800.0,"['Adventure', 'RPG']"
9988,1.0,2.0,76561198011652553,76561198093983570,14.0,Man-Eater Games,2017.0,3.99,657290.0,['Indie']
9989,1.0,2.0,crowbarpls,scoot88,582.0,RUHRSOURCE GmbH,2017.0,49.99,668660.0,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities']"
9990,1.0,2.0,BigLezzly,76561198084719787,474.0,"Asmodee Digital,Playsoft,Z-Man Games",2017.0,0.99,651480.0,"['Casual', 'Strategy']"
